[2024-12-04 11:09:30,312] [INFO] [real_accelerator.py:219:get_accelerator] Setting ds_accelerator to cuda (auto detect)
2024-12-04 11:09:38 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | args: Namespace(host='0.0.0.0', port=20003, worker_address='auto', controller_address='http://SH-IDCA1404-10-140-54-5:20001', model_path='/mnt/petrelfs/songmingyang/songmingyang/model/tool-augment/groundingdino/groundingdino_swint_ogc.pth', model_config='/mnt/petrelfs/songmingyang/code/reasoning/tool-agent/LLaVA-Plus-Codebase/dependencies/GroundingDINO/groundingdino/config/GroundingDINO_SwinT_OGC.py', model_names=['grounding_dino'], device='cuda', limit_model_concurrency=5, stream_interval=2, no_register=False)
2024-12-04 11:14:33 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:15:18 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:16:03 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:16:48 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:17:33 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:18:18 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:19:03 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:19:48 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:20:33 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:21:18 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:22:03 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:22:48 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:23:33 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:24:18 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:25:03 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:25:48 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:26:33 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 1. worker_id: df687c. 
2024-12-04 11:26:34 | INFO | stdout | INFO:     10.140.54.5:45792 - "POST /worker_get_status HTTP/1.1" 200 OK
2024-12-04 11:26:35 | INFO | stdout | Before NMS: 1 boxes
2024-12-04 11:26:35 | INFO | stdout | After NMS: 1 boxes
2024-12-04 11:26:35 | INFO | stdout | INFO:     10.140.37.163:43504 - "POST /worker_generate HTTP/1.1" 200 OK
2024-12-04 11:27:18 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 2. worker_id: df687c. 
2024-12-04 11:28:03 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 2. worker_id: df687c. 
2024-12-04 11:28:48 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 2. worker_id: df687c. 
2024-12-04 11:29:33 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 2. worker_id: df687c. 
2024-12-04 11:30:18 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 2. worker_id: df687c. 
2024-12-04 11:31:04 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 2. worker_id: df687c. 
2024-12-04 11:31:49 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 2. worker_id: df687c. 
2024-12-04 11:32:34 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 2. worker_id: df687c. 
2024-12-04 11:33:19 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 2. worker_id: df687c. 
2024-12-04 11:34:04 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 2. worker_id: df687c. 
2024-12-04 11:34:49 | INFO | stdout | INFO:     10.140.54.5:46044 - "POST /worker_get_status HTTP/1.1" 200 OK
2024-12-04 11:34:49 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 2. worker_id: df687c. 
2024-12-04 11:34:56 | INFO | stdout | Before NMS: 1 boxes
2024-12-04 11:34:56 | INFO | stdout | After NMS: 1 boxes
2024-12-04 11:34:56 | INFO | stdout | INFO:     10.140.54.5:46052 - "POST /worker_generate HTTP/1.1" 200 OK
2024-12-04 11:35:34 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:36:19 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:37:04 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:37:49 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:38:34 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:39:19 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:40:04 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:40:49 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:41:34 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:42:19 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:43:04 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:43:49 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:44:34 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:45:19 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:46:04 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:46:49 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:47:35 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:48:20 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:49:05 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:49:50 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:50:35 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:51:20 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:52:05 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:52:50 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:53:35 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:54:20 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:55:05 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:55:50 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:56:35 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:57:20 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:58:05 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:58:50 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 11:59:35 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:00:20 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:01:05 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:01:50 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:02:35 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:03:20 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:04:05 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:04:51 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:05:36 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:06:21 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:07:06 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:07:51 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:08:36 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:09:21 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:10:06 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:10:51 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:11:36 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:12:21 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:13:06 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:13:51 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:14:36 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:15:21 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:16:06 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:16:51 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:17:36 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:18:21 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:19:06 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:19:51 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 12:20:36 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
